Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
1.00E+04,FAUC,20.68,1.239,1.433,1.775487,,,,,,
1.00E+04,FAUC,20.72,2.169,1.773,3.845637,21.743551,,,,,
1.00E+05,FAUC,8.18,1.139,1.57,1.78823,,,,,,
1.00E+05,FAUC,8.3,0.285,0.806,0.22971,,,,,,
1.00E+05,FAUC,8.31,0.569,1.066,0.606554,,,,,,
1.00E+05,FAUC,9.58,0.142,1.613,0.229046,,,,,,
1.00E+05,FAUC,9.77,0.427,1.229,0.524783,,,,,,
1.00E+05,FAUC,9.88,0.427,1.229,0.524783,,,,,,
1.00E+05,FAUC,9.94,0.142,0.691,0.098122,,,,,,
1.00E+05,FAUC,9.95,0.285,0.432,0.12312,,,,,,
1.00E+05,FAUC,9.96,0.142,0.518,0.073556,,,,,,
1.00E+05,FAUC,9.97,0.142,0.691,0.098122,,,,,,
1.00E+05,FAUC,9.98,0.142,1.094,0.155348,,,,,,
1.00E+05,FAUC,12.46,0.285,0.806,0.22971,,,,,,
1.00E+05,FAUC,12.55,0.285,0.979,0.279015,,,,,,
1.00E+05,FAUC,14.6,0.285,0.432,0.12312,,,,,,
1.00E+05,FAUC,14.82,0.427,0.883,0.377041,,,,,,
1.00E+05,FAUC,15.72,0.142,1.786,0.253612,,,,,,
1.00E+05,FAUC,18.21,0.569,0.792,0.450648,,,,,,
1.00E+05,FAUC,18.22,0.285,0.547,0.155895,,,,,,
1.00E+05,FAUC,18.3,2.136,1.252,2.674272,,,,,,
1.00E+05,SHWR,18.01,7.119,2,14.238,23.232687,,,,,
1.00E+06,CWSH,17.09,3.167,3.995,12.652165,,,,,,
1.00E+06,CWSH,18.97,3.333,3.258,10.858914,,,,,,
1.00E+06,CWSH,19.12,0.5,1.88,0.94,,,,,,
1.00E+06,CWSH,19.13,0.5,1.702,0.851,,,,,,
1.00E+06,FAUC,6.57,0.285,0.202,0.05757,,,,,,
1.00E+06,FAUC,8.42,0.569,0.086,0.048934,,,,,,
1.00E+06,FAUC,11.56,0.997,1.374,1.369878,,,,,,
1.00E+06,FAUC,11.62,0.142,0.518,0.073556,,,,,,
1.00E+06,FAUC,12.04,0.427,1.171,0.500017,,,,,,
1.00E+06,FAUC,12.56,0.569,0.893,0.508117,,,,,,
1.00E+06,FAUC,12.61,0.142,0.403,0.057226,,,,,,
1.00E+06,FAUC,12.64,0.142,0.691,0.098122,,,,,,
1.00E+06,FAUC,12.71,0.427,1.056,0.450912,,,,,,
1.00E+06,FAUC,13.29,0.285,0.403,0.114855,,,,,,
1.00E+06,FAUC,14.41,0.142,0.518,0.073556,,,,,,
1.00E+06,FAUC,14.42,1.993,0.889,1.771777,,,,,,
1.00E+06,FAUC,14.47,0.569,0.806,0.458614,,,,,,
1.00E+06,FAUC,14.49,1.851,0.913,1.689963,,,,,,
1.00E+06,FAUC,14.54,0.142,0.403,0.057226,,,,,,
1.00E+06,FAUC,14.58,0.285,0.835,0.237975,,,,,,
1.00E+06,FAUC,14.6,0.854,0.835,0.71309,,,,,,
1.00E+06,FAUC,14.62,0.142,0.806,0.114452,,,,,,
1.00E+06,FAUC,14.63,1.851,0.895,1.656645,,,,,,
1.00E+06,FAUC,14.67,0.285,0.518,0.14763,,,,,,
1.00E+06,FAUC,14.69,0.142,0.806,0.114452,,,,,,
1.00E+06,FAUC,14.7,0.569,0.965,0.549085,,,,,,
1.00E+06,FAUC,14.71,0.142,0.288,0.040896,,,,,,
1.00E+06,FAUC,14.73,0.569,0.85,0.48365,,,,,,
1.00E+06,FAUC,14.98,0.427,0.826,0.352702,,,,,,
1.00E+06,FAUC,15.01,1.851,0.842,1.558542,,,,,,
1.00E+06,FAUC,15.52,0.285,0.461,0.131385,,,,,,
1.00E+06,FAUC,15.57,0.285,0.576,0.16416,,,,,,
1.00E+06,FAUC,15.6,0.285,0.979,0.279015,,,,,,
1.00E+06,FAUC,15.79,0.142,0.864,0.122688,,,,,,
1.00E+06,FAUC,16.22,0.142,0.403,0.057226,,,,,,
1.00E+06,FAUC,16.28,3.702,0.027,0.099954,,,,,,
1.00E+06,FAUC,16.35,0.142,0.346,0.049132,,,,,,
1.00E+06,FAUC,16.46,0.569,0.677,0.385213,,,,,,
1.00E+06,FAUC,16.47,0.285,0.922,0.26277,,,,,,
1.00E+06,FAUC,17.07,0.142,1.21,0.17182,,,,,,
1.00E+06,FAUC,18.23,0.285,0.461,0.131385,,,,,,
1.00E+06,FAUC,18.45,0.569,0.95,0.54055,,,,,,
1.00E+06,FAUC,18.49,0.285,0.72,0.2052,,,,,,
1.00E+06,FAUC,18.5,0.142,0.288,0.040896,,,,,,
1.00E+06,FAUC,18.51,0.285,0.922,0.26277,,,,,,
1.00E+06,FAUC,18.73,0.427,1.114,0.475678,,,,,,
1.00E+06,FAUC,18.75,0.142,0.288,0.040896,,,,,,
1.00E+06,FAUC,18.76,0.712,0.945,0.67284,,,,,,
1.00E+06,FAUC,18.9,0.569,0.965,0.549085,,,,,,
1.00E+06,FAUC,19.99,0.142,0.922,0.130924,,,,,,
1.00E+06,FAUC,20.24,0.285,1.21,0.34485,,,,,,
1.00E+06,FAUC,20.26,0.285,0.576,0.16416,,,,,,
1.00E+06,FAUC,20.41,1.281,1.171,1.500051,,,,,,
1.00E+06,FAUC,20.44,0.142,0.288,0.040896,,,,,,
1.00E+06,FAUC,20.44,3.702,0.055,0.20361,,,,,,
1.00E+06,FAUC,20.57,0.427,0.768,0.327936,,,,,,
1.00E+06,FAUC,20.75,0.854,0.864,0.737856,,,,,,
1.00E+06,FAUC,20.77,0.142,0.288,0.040896,,,,,,
1.00E+06,FAUC,20.77,0.997,0.782,0.779654,,,,,,
1.00E+06,FAUC,21.33,0.142,0.749,0.106358,,,,,,
1.00E+06,FAUC,21.57,0.142,0.691,0.098122,,,,,,
1.00E+06,FAUC,22.53,0.569,0.173,0.098437,,,,,,
1.00E+06,FAUC,22.55,0.142,0.749,0.106358,,,,,,
1.00E+06,FAUC,22.56,0.427,0.672,0.286944,,,,,,
1.00E+06,FAUC,22.58,0.285,1.21,0.34485,,,,,,
1.00E+06,FAUC,22.59,0.285,0.576,0.16416,,,,,,
1.00E+06,FAUC,22.61,0.569,1.08,0.61452,,,,,,
1.00E+06,FAUC,22.62,0.569,0.086,0.048934,,,,,,
1.00E+06,FAUC,22.97,0.427,0.614,0.262178,,,,,,
1.00E+06,FAUC,23.01,0.142,0.288,0.040896,49.686774,,,,,
1.00E+07,CWSH,10.94,1.667,4.943,8.239981,,,,,,
1.00E+07,CWSH,11.02,0.5,1.68,0.84,,,,,,
1.00E+07,CWSH,11.06,1,3.571,3.571,,,,,,
1.00E+07,CWSH,21.1,1.5,3.674,5.511,,,,,,
1.00E+07,CWSH,21.17,0.5,1.396,0.698,,,,,,
1.00E+07,CWSH,21.23,2.333,2.586,6.033138,,,,,,
1.00E+07,CWSH,21.3,0.333,1.221,0.406593,,,,,,
1.00E+07,FAUC,9.17,0.902,1.363,1.229426,,,,,,
1.00E+07,FAUC,9.33,0.451,1.152,0.519552,,,,,,
1.00E+07,FAUC,9.75,0.301,0.576,0.173376,,,,,,
1.00E+07,FAUC,10.16,0.301,0.317,0.095417,,,,,,
1.00E+07,FAUC,10.94,0.15,0.288,0.0432,,,,,,
1.00E+07,FAUC,10.97,0.301,0.634,0.190834,,,,,,
1.00E+07,FAUC,11.73,0.601,0.562,0.337762,,,,,,
1.00E+07,FAUC,12.91,0.15,1.67,0.2505,,,,,,
1.00E+07,FAUC,13.04,0.601,1.21,0.72721,,,,,,
1.00E+07,FAUC,13.24,0.301,0.49,0.14749,,,,,,
1.00E+07,FAUC,13.26,0.301,0.317,0.095417,,,,,,
1.00E+07,FAUC,13.29,0.15,0.806,0.1209,,,,,,
1.00E+07,FAUC,13.29,0.751,0.265,0.199015,,,,,,
1.00E+07,FAUC,13.3,0.601,0.821,0.493421,,,,,,
1.00E+07,FAUC,13.32,1.653,0.895,1.479435,,,,,,
1.00E+07,FAUC,13.37,0.601,0.936,0.562536,,,,,,
1.00E+07,FAUC,13.4,0.301,0.634,0.190834,,,,,,
1.00E+07,FAUC,17.57,1.202,0.504,0.605808,,,,,,
1.00E+07,FAUC,17.68,0.15,0.634,0.0951,,,,,,
1.00E+07,FAUC,18.56,0.301,0.749,0.225449,,,,,,
1.00E+07,FAUC,18.57,0.301,0.547,0.164647,,,,,,
1.00E+07,FAUC,18.58,0.451,1.421,0.640871,,,,,,
1.00E+07,FAUC,19.02,0.301,1.469,0.442169,,,,,,
1.00E+07,FAUC,19.05,0.902,1.2,1.0824,,,,,,
1.00E+07,SHWR,11.11,7.514,1.526,11.466364,46.878845,,,,,
1.00E+08,FAUC,6.42,0.262,0.691,0.181042,,,,,,
1.00E+08,FAUC,8.2,0.393,1.075,0.422475,,,,,,
1.00E+08,FAUC,8.22,0.655,1.037,0.679235,,,,,,
1.00E+08,FAUC,8.25,0.262,0.979,0.256498,,,,,,
1.00E+08,FAUC,8.38,0.655,1.129,0.739495,,,,,,
1.00E+08,FAUC,8.46,0.393,0.902,0.354486,,,,,,
1.00E+08,FAUC,8.55,0.393,0.538,0.211434,,,,,,
1.00E+08,FAUC,8.64,0.393,0.614,0.241302,,,,,,
1.00E+08,FAUC,8.66,0.131,1.21,0.15851,,,,,,
1.00E+08,FAUC,8.67,0.262,0.461,0.120782,,,,,,
1.00E+08,FAUC,8.68,0.262,0.461,0.120782,,,,,,
1.00E+08,FAUC,8.92,0.524,0.634,0.332216,,,,,,
1.00E+08,FAUC,8.93,0.262,1.123,0.294226,,,,,,
1.00E+08,FAUC,8.97,0.393,0.806,0.316758,,,,,,
1.00E+08,FAUC,9.04,0.262,0.778,0.203836,,,,,,
1.00E+08,FAUC,9.05,0.524,1.037,0.543388,,,,,,
1.00E+08,FAUC,9.08,0.262,0.778,0.203836,,,,,,
1.00E+08,FAUC,9.09,0.393,0.73,0.28689,,,,,,
1.00E+08,FAUC,9.15,4.323,1.164,5.031972,,,,,,
1.00E+08,FAUC,9.67,0.262,0.95,0.2489,,,,,,
1.00E+08,FAUC,9.86,0.262,1.584,0.415008,,,,,,
1.00E+08,FAUC,9.99,0.262,2.102,0.550724,,,,,,
1.00E+08,FAUC,10.05,0.262,0.778,0.203836,,,,,,
1.00E+08,FAUC,10.13,0.262,0.835,0.21877,,,,,,
1.00E+08,FAUC,10.68,0.262,0.346,0.090652,,,,,,
1.00E+08,FAUC,10.76,0.262,0.49,0.12838,,,,,,
1.00E+08,FAUC,10.84,1.048,0.857,0.898136,,,,,,
1.00E+08,FAUC,10.89,0.524,0.878,0.460072,,,,,,
1.00E+08,FAUC,10.91,0.131,0.979,0.128249,,,,,,
1.00E+08,FAUC,10.91,1.048,2.491,2.610568,,,,,,
1.00E+08,FAUC,11,0.393,4.627,1.818411,,,,,,
1.00E+08,FAUC,11,0.786,1.699,1.335414,,,,,,
1.00E+08,FAUC,11.03,0.917,1.761,1.614837,,,,,,
1.00E+08,FAUC,11.06,0.131,2.765,0.362215,,,,,,
1.00E+08,FAUC,11.25,0.262,0.806,0.211172,,,,,,
1.00E+08,FAUC,11.27,0.393,1.018,0.400074,,,,,,
1.00E+08,FAUC,11.29,0.262,0.72,0.18864,,,,,,
1.00E+08,FAUC,11.4,0.131,0.691,0.090521,,,,,,
1.00E+08,FAUC,11.52,0.917,1.029,0.943593,,,,,,
1.00E+08,FAUC,11.7,0.131,0.691,0.090521,,,,,,
1.00E+08,FAUC,12.14,0.131,0.749,0.098119,,,,,,
1.00E+08,FAUC,12.17,0.131,0.518,0.067858,,,,,,
1.00E+08,FAUC,12.17,0.262,0.547,0.143314,,,,,,
1.00E+08,FAUC,12.49,1.965,1.152,2.26368,,,,,,
1.00E+08,FAUC,13.07,0.262,0.576,0.150912,,,,,,
1.00E+08,FAUC,13.14,0.262,0.662,0.173444,,,,,,
1.00E+08,FAUC,13.18,0.655,0.991,0.649105,,,,,,
1.00E+08,FAUC,15.67,0.524,1.037,0.543388,,,,,,
1.00E+08,FAUC,15.75,0.262,0.634,0.166108,,,,,,
1.00E+08,FAUC,17.66,0.131,0.403,0.052793,,,,,,
1.00E+08,FAUC,19.48,0.393,0.902,0.354486,,,,,,
1.00E+08,FAUC,19.49,0.262,0.605,0.15851,,,,,,
1.00E+08,FAUC,19.51,1.048,0.835,0.87508,,,,,,
1.00E+08,FAUC,19.95,1.048,1.051,1.101448,,,,,,
1.00E+08,FAUC,19.99,0.131,0.518,0.067858,,,,,,
1.00E+08,FAUC,20.01,0.131,0.806,0.105586,,,,,,
1.00E+08,FAUC,20.02,3.406,1.17,3.98502,,,,,,
1.00E+08,FAUC,20.1,0.655,1.129,0.739495,,,,,,
1.00E+08,FAUC,21.18,0.393,0.787,0.309291,,,,,,
1.00E+08,FAUC,22.57,0.262,0.461,0.120782,,,,,,
1.00E+08,SHWR,13.22,8.909,2,17.818,53.652133,,,,,
1.00E+09,CWSH,6.67,4.333,1.271,5.507243,,,,,,
1.00E+09,CWSH,6.95,2,0.859,1.718,,,,,,
1.00E+09,CWSH,7.06,4.5,1.206,5.427,,,,,,
1.00E+09,CWSH,7.91,3.5,1.599,5.5965,,,,,,
1.00E+09,CWSH,8.25,1.667,1.05,1.75035,,,,,,
1.00E+09,CWSH,8.3,4.5,1.179,5.3055,,,,,,
1.00E+09,FAUC,5.11,4.585,0.974,4.46579,,,,,,
1.00E+09,FAUC,6.79,0.131,0.864,0.113184,,,,,,
1.00E+09,FAUC,6.91,0.262,0.662,0.173444,,,,,,
1.00E+09,FAUC,7.01,0.524,1.08,0.56592,,,,,,
1.00E+09,FAUC,7.07,0.524,0.648,0.339552,,,,,,
1.00E+09,FAUC,7.1,0.393,0.691,0.271563,,,,,,
1.00E+09,FAUC,7.15,0.786,1.44,1.13184,,,,,,
1.00E+09,FAUC,7.28,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,8.18,0.131,1.728,0.226368,,,,,,
1.00E+09,FAUC,8.2,0.262,1.296,0.339552,,,,,,
1.00E+09,FAUC,8.22,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,8.27,0.393,2.842,1.116906,,,,,,
1.00E+09,FAUC,8.59,0.786,1.152,0.905472,,,,,,
1.00E+09,FAUC,8.61,0.786,1.363,1.071318,,,,,,
1.00E+09,FAUC,8.64,0.655,1.117,0.731635,,,,,,
1.00E+09,FAUC,8.66,0.262,1.296,0.339552,,,,,,
1.00E+09,FAUC,8.95,0.131,0.864,0.113184,,,,,,
1.00E+09,FAUC,9.76,0.524,1.944,1.018656,,,,,,
1.00E+09,FAUC,10.27,0.262,0.432,0.113184,,,,,,
1.00E+09,FAUC,10.5,0.262,2.362,0.618844,,,,,,
1.00E+09,FAUC,10.54,0.262,1.354,0.354748,,,,,,
1.00E+09,FAUC,10.6,0.262,1.526,0.399812,,,,,,
1.00E+09,FAUC,10.65,0.262,0.662,0.173444,,,,,,
1.00E+09,FAUC,10.71,0.262,0.662,0.173444,,,,,,
1.00E+09,FAUC,10.8,0.131,0.461,0.060391,,,,,,
1.00E+09,FAUC,10.85,0.262,2.189,0.573518,,,,,,
1.00E+09,FAUC,10.86,0.262,0.864,0.226368,,,,,,
1.00E+09,FAUC,10.88,0.262,1.094,0.286628,,,,,,
1.00E+09,FAUC,10.96,0.393,1.152,0.452736,,,,,,
1.00E+09,FAUC,11.01,0.262,0.864,0.226368,,,,,,
1.00E+09,FAUC,11.09,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,11.11,0.393,1.44,0.56592,,,,,,
1.00E+09,FAUC,11.14,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,11.34,0.262,0.432,0.113184,,,,,,
1.00E+09,FAUC,11.51,0.262,1.094,0.286628,,,,,,
1.00E+09,FAUC,11.54,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,11.56,0.393,1.44,0.56592,,,,,,
1.00E+09,FAUC,11.63,0.262,0.922,0.241564,,,,,,
1.00E+09,FAUC,11.64,0.131,1.728,0.226368,,,,,,
1.00E+09,FAUC,11.94,0.786,1.008,0.792288,,,,,,
1.00E+09,FAUC,12.88,0.262,0.662,0.173444,,,,,,
1.00E+09,FAUC,13.1,0.262,0.662,0.173444,,,,,,
1.00E+09,FAUC,14.37,0.262,1.411,0.369682,,,,,,
1.00E+09,FAUC,14.4,0.524,1.843,0.965732,,,,,,
1.00E+09,FAUC,14.42,0.131,2.131,0.279161,,,,,,
1.00E+09,FAUC,14.44,0.262,0.864,0.226368,,,,,,
1.00E+09,FAUC,14.45,0.262,1.728,0.452736,,,,,,
1.00E+09,FAUC,14.48,0.524,1.613,0.845212,,,,,,
1.00E+09,FAUC,14.5,0.655,3.352,2.19556,,,,,,
1.00E+09,FAUC,14.59,0.131,0.864,0.113184,,,,,,
1.00E+09,FAUC,14.61,0.262,0.432,0.113184,,,,,,
1.00E+09,FAUC,14.69,0.524,2.059,1.078916,,,,,,
1.00E+09,FAUC,14.8,0.393,0.998,0.392214,,,,,,
1.00E+09,FAUC,14.9,0.131,0.864,0.113184,,,,,,
1.00E+09,FAUC,14.92,0.131,1.267,0.165977,,,,,,
1.00E+09,FAUC,17.51,1.179,1.862,2.195298,,,,,,
1.00E+09,FAUC,17.54,0.262,0.864,0.226368,,,,,,
1.00E+09,FAUC,19.41,0.262,0.864,0.226368,,,,,,
1.00E+09,FAUC,19.6,1.441,1.136,1.636976,,,,,,
1.00E+09,FAUC,21.1,1.31,1.423,1.86413,,,,,,
1.00E+09,FAUC,21.14,1.048,0.54,0.56592,,,,,,
1.00E+09,FAUC,21.19,0.393,0.73,0.28689,,,,,,
1.00E+09,FAUC,21.22,0.393,1.44,0.56592,,,,,,
1.00E+09,FAUC,21.29,0.131,0.864,0.113184,,,,,,
1.00E+09,FAUC,21.32,0.524,1.08,0.56592,,,,,,
1.00E+09,FAUC,21.77,0.262,0.864,0.226368,,,,,,
1.00E+09,SHWR,16.02,6.288,2,12.576,74.217111,,,,,
1H0,FAUC,9.33,0.142,0.691,0.098122,,,,,,
1H0,FAUC,10.96,0.569,0.806,0.458614,,,,,,
1H0,FAUC,19.76,0.285,0.979,0.279015,,,,,,
1H0,FAUC,20.22,0.285,1.238,0.35283,,,,,,
1H0,FAUC,20.24,0.142,1.613,0.229046,,,,,,
1H0,FAUC,20.28,0.285,1.325,0.377625,,,,,,
1H0,FAUC,21.04,0.427,0.365,0.155855,1.951107,,,,,
1H1,CWSH,8.31,4,1.391,5.564,,,,,,
1H1,CWSH,8.59,1.167,1.267,1.478589,,,,,,
1H1,CWSH,8.62,4.167,1.346,5.608782,,,,,,
1H1,FAUC,2.22,1.048,2.88,3.01824,,,,,,
1H1,FAUC,5.97,3.275,1.228,4.0217,,,,,,
1H1,FAUC,6.22,0.131,0.922,0.120782,,,,,,
1H1,FAUC,6.95,1.441,3.482,5.017562,,,,,,
1H1,FAUC,6.96,0.393,1.728,0.679104,,,,,,
1H1,FAUC,6.99,1.703,2.22,3.78066,,,,,,
1H1,FAUC,7.29,1.441,3.367,4.851847,,,,,,
1H1,FAUC,7.33,1.834,1.173,2.151282,,,,,,
1H1,FAUC,7.39,0.393,0.864,0.339552,,,,,,
1H1,FAUC,7.45,0.131,0.864,0.113184,,,,,,
1H1,FAUC,7.46,0.917,1.786,1.637762,,,,,,
1H1,FAUC,7.79,0.262,1.728,0.452736,,,,,,
1H1,FAUC,7.86,0.131,0.461,0.060391,,,,,,
1H1,FAUC,7.89,0.131,0.864,0.113184,,,,,,
1H1,FAUC,7.9,0.262,1.296,0.339552,,,,,,
1H1,FAUC,7.96,0.262,0.691,0.181042,,,,,,
1H1,FAUC,7.97,0.262,3.456,0.905472,,,,,,
1H1,FAUC,7.98,1.572,1.618,2.543496,,,,,,
1H1,FAUC,8.02,0.524,1.613,0.845212,,,,,,
1H1,FAUC,8.03,0.262,1.296,0.339552,,,,,,
1H1,FAUC,8.06,0.393,1.728,0.679104,,,,,,
1H1,FAUC,8.19,0.262,0.662,0.173444,,,,,,
1H1,FAUC,8.4,0.524,3.01,1.57724,,,,,,
1H1,FAUC,8.41,0.917,2.954,2.708818,,,,,,
1H1,FAUC,8.44,0.524,1.728,0.905472,,,,,,
1H1,FAUC,8.46,1.048,1.721,1.803608,,,,,,
1H1,FAUC,8.98,0.655,2.5,1.6375,,,,,,
1H1,FAUC,9.13,1.179,4.691,5.530689,,,,,,
1H1,FAUC,9.25,1.572,2.338,3.675336,,,,,,
1H1,FAUC,10.01,0.262,1.93,0.50566,,,,,,
1H1,FAUC,10.05,0.393,1.152,0.452736,,,,,,
1H1,FAUC,10.2,0.262,1.296,0.339552,,,,,,
1H1,FAUC,10.67,0.262,0.864,0.226368,,,,,,
1H1,FAUC,10.71,0.131,0.864,0.113184,,,,,,
1H1,FAUC,10.92,0.393,0.576,0.226368,,,,,,
1H1,FAUC,11.01,0.262,0.864,0.226368,,,,,,
1H1,FAUC,11.02,0.262,1.094,0.286628,,,,,,
1H1,FAUC,11.13,0.131,1.267,0.165977,,,,,,
1H1,FAUC,11.22,1.703,2.481,4.225143,,,,,,
1H1,FAUC,11.25,0.131,0.461,0.060391,,,,,,
1H1,FAUC,11.44,0.393,1.862,0.731766,,,,,,
1H1,FAUC,11.46,0.131,1.267,0.165977,,,,,,
1H1,FAUC,11.63,0.262,0.432,0.113184,,,,,,
1H1,FAUC,13.84,0.262,0.432,0.113184,,,,,,
1H1,FAUC,13.85,0.262,0.922,0.241564,,,,,,
1H1,FAUC,16.03,0.393,0.73,0.28689,,,,,,
1H1,FAUC,16.66,0.131,0.288,0.037728,,,,,,
1H1,FAUC,16.89,1.441,2.314,3.334474,,,,,,
1H1,FAUC,16.95,0.393,0.73,0.28689,,,,,,
1H1,FAUC,17.59,0.131,0.864,0.113184,,,,,,
1H1,FAUC,17.6,0.393,2.438,0.958134,,,,,,
1H1,FAUC,17.62,0.262,1.498,0.392476,,,,,,
1H1,FAUC,17.68,0.524,0.979,0.512996,,,,,,
1H1,FAUC,17.73,0.655,2.408,1.57724,,,,,,
1H1,FAUC,18.1,0.262,0.662,0.173444,,,,,,
1H1,FAUC,18.23,0.786,1.152,0.905472,,,,,,
1H1,FAUC,18.38,0.262,0.662,0.173444,,,,,,
1H1,FAUC,18.43,0.393,0.998,0.392214,,,,,,
1H1,FAUC,18.48,1.703,1.289,2.195167,,,,,,
1H1,FAUC,19.22,1.048,1.404,1.471392,,,,,,
1H1,FAUC,19.25,0.262,1.498,0.392476,,,,,,
1H1,FAUC,19.25,0.917,1.234,1.131578,,,,,,
1H1,FAUC,19.28,0.131,0.864,0.113184,,,,,,
1H1,FAUC,19.72,0.262,0.662,0.173444,,,,,,
1H1,FAUC,20.3,0.262,0.547,0.143314,,,,,,
1H1,FAUC,20.31,0.262,0.662,0.173444,,,,,,
1H1,FAUC,20.96,0.262,1.296,0.339552,,,,,,
1H1,FAUC,21,0.262,0.432,0.113184,,,,,,
1H1,FAUC,21.02,0.393,1.44,0.56592,,,,,,
1H1,FAUC,22.51,0.655,0.818,0.53579,,,,,,
1H1,SHWR,20.41,8.516,1.794,15.277704,102.819679,,,,,
1H2,FAUC,6.11,0.31,0.864,0.26784,,,,,,
1H2,FAUC,11.43,2.323,1.617,3.756291,,,,,,
1H2,FAUC,11.48,0.31,1.354,0.41974,,,,,,
1H2,FAUC,11.49,0.155,0.979,0.151745,,,,,,
1H2,FAUC,11.74,0.155,0.518,0.08029,,,,,,
1H2,FAUC,11.75,1.549,1.06,1.64194,,,,,,
1H2,FAUC,11.84,0.155,0.634,0.09827,,,,,,
1H2,FAUC,11.85,0.155,0.634,0.09827,,,,,,
1H2,FAUC,11.86,0.31,0.95,0.2945,,,,,,
1H2,FAUC,22.12,3.253,0.027,0.087831,,,,,,
1H2,FAUC,22.25,0.31,0.691,0.21421,7.110927,,,,,
1H3,FAUC,8.16,0.917,1.177,1.079309,,,,,,
1H3,FAUC,8.2,0.524,0.749,0.392476,,,,,,
1H3,FAUC,8.22,0.131,0.403,0.052793,,,,,,
1H3,FAUC,8.23,0.262,1.037,0.271694,,,,,,
1H3,FAUC,8.25,0.786,1.258,0.988788,,,,,,
1H3,FAUC,8.3,0.393,0.48,0.18864,,,,,,
1H3,FAUC,8.45,0.524,0.85,0.4454,,,,,,
1H3,FAUC,8.47,0.131,0.288,0.037728,,,,,,
1H3,FAUC,8.52,0.131,0.288,0.037728,,,,,,
1H3,FAUC,9.28,0.786,0.701,0.550986,,,,,,
1H3,FAUC,9.32,0.524,0.504,0.264096,,,,,,
1H3,FAUC,9.35,0.131,0.634,0.083054,,,,,,
1H3,FAUC,10.4,0.131,0.576,0.075456,,,,,,
1H3,FAUC,10.44,0.131,0.461,0.060391,,,,,,
1H3,FAUC,10.57,0.131,0.461,0.060391,,,,,,
1H3,FAUC,11.89,0.393,0.691,0.271563,,,,,,
1H3,FAUC,12.01,0.131,0.288,0.037728,,,,,,
1H3,FAUC,12.14,0.393,0.173,0.067989,,,,,,
1H3,FAUC,12.65,0.131,0.518,0.067858,,,,,,
1H3,FAUC,15.25,0.655,0.691,0.452605,,,,,,
1H3,FAUC,15.25,0.131,1.267,0.165977,,,,,,
1H3,FAUC,15.27,0.262,1.21,0.31702,,,,,,
1H3,FAUC,15.89,0.131,0.403,0.052793,,,,,,
1H3,FAUC,16.07,1.048,0.058,0.060784,,,,,,
1H3,FAUC,16.1,0.262,0.576,0.150912,,,,,,
1H3,FAUC,16.99,0.262,0.259,0.067858,,,,,,
1H3,FAUC,17.45,0.524,0.85,0.4454,,,,,,
1H3,FAUC,17.53,1.572,0.672,1.056384,,,,,,
1H3,FAUC,17.55,0.131,1.094,0.143314,,,,,,
1H3,FAUC,17.57,0.262,0.461,0.120782,,,,,,
1H3,FAUC,18.72,0.131,0.461,0.060391,,,,,,
1H3,FAUC,18.98,0.262,0.202,0.052924,8.181212,,,,,
1H4,FAUC,5.93,1.31,1.918,2.51258,,,,,,
1H4,FAUC,6.48,0.131,0.634,0.083054,,,,,,
1H4,FAUC,7.07,0.131,0.576,0.075456,,,,,,
1H4,FAUC,7.08,0.655,1.279,0.837745,,,,,,
1H4,FAUC,7.23,0.524,1.066,0.558584,,,,,,
1H4,FAUC,7.28,0.262,1.037,0.271694,,,,,,
1H4,FAUC,7.31,0.131,0.749,0.098119,,,,,,
1H4,FAUC,7.67,0.655,2.696,1.76588,,,,,,
1H4,FAUC,7.95,0.262,1.094,0.286628,,,,,,
1H4,FAUC,8.16,0.393,0.806,0.316758,,,,,,
1H4,FAUC,8.25,1.179,2.163,2.550177,,,,,,
1H4,FAUC,9.33,0.131,1.21,0.15851,,,,,,
1H4,FAUC,9.87,0.131,0.979,0.128249,,,,,,
1H4,FAUC,11.29,0.131,0.576,0.075456,,,,,,
1H4,FAUC,11.73,0.131,0.864,0.113184,,,,,,
1H4,FAUC,11.97,0.262,0.662,0.173444,,,,,,
1H4,FAUC,12.14,0.524,2.131,1.116644,,,,,,
1H4,FAUC,12.52,0.131,0.518,0.067858,,,,,,
1H4,FAUC,12.53,0.786,1.392,1.094112,,,,,,
1H4,FAUC,12.55,0.786,1.133,0.890538,,,,,,
1H4,FAUC,12.58,0.131,1.325,0.173575,,,,,,
1H4,FAUC,12.59,0.655,1.359,0.890145,,,,,,
1H4,FAUC,14.45,0.262,1.757,0.460334,,,,,,
1H4,FAUC,16.06,0.262,1.21,0.31702,,,,,,
1H4,FAUC,17.13,0.131,0.634,0.083054,,,,,,
1H4,FAUC,17.15,0.524,2.218,1.162232,,,,,,
1H4,FAUC,17.17,0.131,0.691,0.090521,,,,,,
1H4,FAUC,17.21,0.131,0.749,0.098119,,,,,,
1H4,FAUC,17.53,0.262,0.864,0.226368,,,,,,
